ID,Tipo_Servico,Categoria,Status,Departamento,Cliente,Data_Abertura,Hora_Abertura,Tempo_Resolucao_Horas,SLA_Contratado_Horas,Dentro_SLA,Satisfacao_Cliente,Complexidade,Responsavel
7109,Manutenção,Baixa Prioridade,Em Andamento,Financeiro,Cliente C,2024-12-23,16:04,199,72,Não,5,Baixa,Tecnico_17
7793,Solicitação de Serviço,Baixa Prioridade,Pendente,RH,Cliente E,2025-04-10,13:26,180,72,Não,4,Baixa,Tecnico_4
1769,Suporte Técnico,Alta Prioridade,Em Andamento,RH,Cliente C,2025-04-07,12:47,28,72,Sim,3,Baixa,Tecnico_2
2412,Incidente Crítico,Alta Prioridade,Pendente,RH,Cliente C,2025-05-23,11:22,74,48,Não,4,Média,Tecnico_17
7246,Suporte Técnico,Alta Prioridade,Cancelado,Comercial,Cliente A,2025-01-20,10:05,217,48,Não,1,Média,Tecnico_13
4237,Atendimento ao Cliente,Alta Prioridade,Em Andamento,Operações,Cliente D,2025-05-20,8:13,50,48,Não,3,Alta,Tecnico_19
1541,Suporte Técnico,Média Prioridade,Resolvido,TI,Cliente B,2025-04-27,17:50,152,24,Não,1,Alta,Tecnico_4
7048,Suporte Técnico,Baixa Prioridade,Cancelado,TI,Cliente A,2025-03-15,17:36,109,72,Não,1,Baixa,Tecnico_20
9128,Solicitação de Serviço,Alta Prioridade,Resolvido,Operações,Cliente D,2024-12-20,14:23,30,48,Sim,2,Baixa,Tecnico_12
5569,Solicitação de Serviço,Baixa Prioridade,Resolvido,Financeiro,Cliente A,2025-03-28,18:31,214,72,Não,3,Alta,Tecnico_7
7091,Atendimento ao Cliente,Média Prioridade,Cancelado,Comercial,Cliente A,2025-05-31,10:08,25,24,Não,5,Alta,Tecnico_20
5825,Solicitação de Serviço,Alta Prioridade,Pendente,Financeiro,Cliente D,2025-04-23,15:23,12,48,Sim,5,Alta,Tecnico_17
1855,Solicitação de Serviço,Alta Prioridade,Pendente,RH,Cliente B,2025-04-16,12:06,91,72,Não,4,Alta,Tecnico_3
8877,Suporte Técnico,Baixa Prioridade,Resolvido,Financeiro,Cliente A,2025-04-03,18:44,106,24,Não,1,Alta,Tecnico_17
2823,Manutenção,Alta Prioridade,Pendente,Operações,Cliente B,2025-05-31,18:14,52,48,Não,2,Média,Tecnico_5
1299,Atendimento ao Cliente,Alta Prioridade,Resolvido,Financeiro,Cliente C,2025-02-20,15:02,117,72,Não,2,Alta,Tecnico_18
5023,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,RH,Cliente B,2025-01-09,14:18,45,96,Sim,2,Baixa,Tecnico_20
9691,Atendimento ao Cliente,Alta Prioridade,Resolvido,TI,Cliente D,2025-04-03,8:27,22,96,Sim,3,Média,Tecnico_2
3600,Suporte Técnico,Alta Prioridade,Em Andamento,RH,Cliente E,2025-03-07,12:17,211,72,Não,4,Baixa,Tecnico_3
6991,Atendimento ao Cliente,Alta Prioridade,Resolvido,Operações,Cliente E,2025-05-20,15:47,220,96,Não,3,Média,Tecnico_20
8760,Solicitação de Serviço,Alta Prioridade,Pendente,Operações,Cliente B,2025-01-14,13:34,127,96,Não,2,Alta,Tecnico_7
6549,Incidente Crítico,Média Prioridade,Cancelado,Financeiro,Cliente D,2025-02-15,15:15,228,48,Não,2,Alta,Tecnico_19
5313,Manutenção,Média Prioridade,Pendente,Operações,Cliente D,2025-05-11,13:00,65,24,Não,5,Alta,Tecnico_16
8737,Incidente Crítico,Média Prioridade,Pendente,TI,Cliente D,2025-05-07,8:33,145,96,Não,3,Alta,Tecnico_1
6888,Incidente Crítico,Alta Prioridade,Em Andamento,Operações,Cliente A,2025-05-19,15:27,183,96,Não,1,Média,Tecnico_17
8711,Solicitação de Serviço,Média Prioridade,Pendente,TI,Cliente D,2024-12-19,13:34,4,48,Sim,5,Alta,Tecnico_5
3038,Atendimento ao Cliente,Baixa Prioridade,Pendente,Comercial,Cliente E,2025-04-03,12:53,173,24,Não,5,Alta,Tecnico_18
9635,Atendimento ao Cliente,Média Prioridade,Cancelado,RH,Cliente B,2025-02-08,12:33,176,72,Não,4,Média,Tecnico_10
9921,Suporte Técnico,Alta Prioridade,Pendente,TI,Cliente D,2025-01-06,11:12,60,24,Não,2,Alta,Tecnico_6
1766,Suporte Técnico,Média Prioridade,Pendente,RH,Cliente E,2025-01-04,16:11,15,72,Sim,5,Média,Tecnico_5
6647,Incidente Crítico,Alta Prioridade,Cancelado,Financeiro,Cliente B,2025-02-16,17:07,35,24,Não,5,Média,Tecnico_8
7008,Manutenção,Média Prioridade,Em Andamento,Financeiro,Cliente B,2025-02-07,16:52,68,48,Não,3,Baixa,Tecnico_19
3814,Incidente Crítico,Média Prioridade,Resolvido,TI,Cliente D,2025-02-02,11:41,52,24,Não,5,Baixa,Tecnico_10
8784,Solicitação de Serviço,Baixa Prioridade,Cancelado,Comercial,Cliente C,2025-04-19,15:39,162,72,Não,5,Alta,Tecnico_6
3736,Solicitação de Serviço,Média Prioridade,Cancelado,RH,Cliente D,2025-04-11,12:51,44,24,Não,2,Alta,Tecnico_1
6034,Atendimento ao Cliente,Alta Prioridade,Pendente,Operações,Cliente E,2025-05-19,17:47,43,48,Sim,4,Alta,Tecnico_3
8417,Manutenção,Média Prioridade,Em Andamento,Comercial,Cliente A,2025-05-12,16:35,15,48,Sim,4,Baixa,Tecnico_9
1510,Suporte Técnico,Baixa Prioridade,Resolvido,RH,Cliente A,2025-04-26,18:44,238,24,Não,4,Alta,Tecnico_17
9646,Atendimento ao Cliente,Média Prioridade,Cancelado,RH,Cliente B,2025-02-20,16:11,144,96,Não,5,Média,Tecnico_18
4730,Incidente Crítico,Alta Prioridade,Cancelado,Operações,Cliente A,2025-04-15,14:54,188,48,Não,4,Média,Tecnico_20
7321,Solicitação de Serviço,Média Prioridade,Resolvido,Operações,Cliente E,2025-03-14,14:35,227,96,Não,3,Baixa,Tecnico_7
2280,Solicitação de Serviço,Média Prioridade,Cancelado,TI,Cliente E,2025-06-10,14:46,37,24,Não,2,Baixa,Tecnico_12
4748,Solicitação de Serviço,Média Prioridade,Em Andamento,TI,Cliente B,2025-05-16,12:33,63,48,Não,2,Média,Tecnico_3
8272,Atendimento ao Cliente,Média Prioridade,Em Andamento,Operações,Cliente A,2025-05-16,9:59,13,24,Sim,3,Média,Tecnico_18
7311,Incidente Crítico,Alta Prioridade,Cancelado,Financeiro,Cliente A,2024-12-26,13:10,211,48,Não,3,Média,Tecnico_14
9872,Suporte Técnico,Média Prioridade,Pendente,TI,Cliente B,2025-04-11,10:11,67,48,Não,2,Baixa,Tecnico_14
9147,Incidente Crítico,Alta Prioridade,Cancelado,Financeiro,Cliente B,2025-01-30,11:58,143,24,Não,5,Alta,Tecnico_6
3263,Manutenção,Média Prioridade,Em Andamento,RH,Cliente C,2025-03-02,13:12,47,72,Sim,1,Baixa,Tecnico_15
1825,Suporte Técnico,Alta Prioridade,Resolvido,Comercial,Cliente A,2025-06-01,12:07,9,72,Sim,3,Baixa,Tecnico_14
5300,Manutenção,Baixa Prioridade,Em Andamento,Financeiro,Cliente E,2025-01-05,12:09,32,24,Não,1,Média,Tecnico_8
4050,Incidente Crítico,Média Prioridade,Pendente,TI,Cliente C,2025-04-28,10:41,206,96,Não,5,Baixa,Tecnico_4
5507,Solicitação de Serviço,Baixa Prioridade,Em Andamento,TI,Cliente A,2025-03-10,15:55,218,72,Não,1,Alta,Tecnico_16
1334,Atendimento ao Cliente,Baixa Prioridade,Resolvido,Financeiro,Cliente E,2024-12-25,8:01,146,24,Não,1,Média,Tecnico_16
5318,Manutenção,Média Prioridade,Em Andamento,Comercial,Cliente E,2025-04-05,13:53,222,24,Não,4,Alta,Tecnico_17
2340,Solicitação de Serviço,Baixa Prioridade,Em Andamento,TI,Cliente D,2025-06-01,18:39,173,72,Não,5,Média,Tecnico_10
8060,Manutenção,Média Prioridade,Cancelado,Comercial,Cliente D,2025-03-17,16:40,159,48,Não,3,Baixa,Tecnico_9
4259,Suporte Técnico,Baixa Prioridade,Pendente,RH,Cliente E,2025-02-06,17:56,48,96,Sim,3,Média,Tecnico_1
7004,Incidente Crítico,Baixa Prioridade,Cancelado,Operações,Cliente A,2024-12-16,9:55,46,24,Não,5,Baixa,Tecnico_11
9243,Incidente Crítico,Baixa Prioridade,Resolvido,Operações,Cliente A,2025-04-25,16:34,168,48,Não,2,Média,Tecnico_11
9765,Manutenção,Baixa Prioridade,Cancelado,Financeiro,Cliente B,2025-05-14,12:12,115,96,Não,3,Média,Tecnico_16
4619,Incidente Crítico,Baixa Prioridade,Resolvido,Comercial,Cliente C,2025-03-23,10:41,21,96,Sim,1,Baixa,Tecnico_20
3758,Manutenção,Baixa Prioridade,Em Andamento,RH,Cliente D,2025-04-15,15:42,193,96,Não,4,Alta,Tecnico_4
4904,Manutenção,Alta Prioridade,Pendente,Financeiro,Cliente C,2025-04-21,10:06,79,72,Não,2,Alta,Tecnico_9
6610,Incidente Crítico,Média Prioridade,Pendente,Comercial,Cliente E,2025-05-09,8:11,104,24,Não,2,Alta,Tecnico_11
5816,Incidente Crítico,Média Prioridade,Cancelado,TI,Cliente D,2024-12-23,11:42,17,72,Sim,2,Baixa,Tecnico_4
3359,Suporte Técnico,Alta Prioridade,Cancelado,Financeiro,Cliente C,2025-05-04,9:42,76,72,Não,1,Média,Tecnico_6
9137,Solicitação de Serviço,Baixa Prioridade,Cancelado,Operações,Cliente B,2025-02-11,17:29,45,48,Sim,3,Alta,Tecnico_9
7924,Incidente Crítico,Média Prioridade,Cancelado,Operações,Cliente D,2025-02-18,14:54,157,96,Não,5,Média,Tecnico_2
2811,Solicitação de Serviço,Alta Prioridade,Cancelado,Comercial,Cliente D,2024-12-19,12:12,145,96,Não,2,Baixa,Tecnico_1
6076,Incidente Crítico,Alta Prioridade,Cancelado,Operações,Cliente A,2025-06-02,10:40,160,72,Não,5,Alta,Tecnico_3
4486,Atendimento ao Cliente,Alta Prioridade,Cancelado,Comercial,Cliente B,2025-03-04,14:05,222,72,Não,1,Alta,Tecnico_19
9547,Incidente Crítico,Alta Prioridade,Cancelado,Operações,Cliente A,2025-01-04,12:06,144,96,Não,5,Alta,Tecnico_20
3621,Suporte Técnico,Média Prioridade,Em Andamento,TI,Cliente E,2025-05-16,17:44,70,48,Não,5,Alta,Tecnico_8
9549,Suporte Técnico,Baixa Prioridade,Em Andamento,Operações,Cliente B,2025-05-04,14:10,213,72,Não,4,Baixa,Tecnico_1
7235,Manutenção,Média Prioridade,Pendente,TI,Cliente D,2025-02-22,18:36,185,96,Não,5,Alta,Tecnico_2
2808,Suporte Técnico,Média Prioridade,Cancelado,Comercial,Cliente B,2025-04-18,18:32,135,24,Não,5,Alta,Tecnico_1
3940,Incidente Crítico,Baixa Prioridade,Cancelado,RH,Cliente C,2025-03-17,11:00,13,72,Sim,3,Alta,Tecnico_6
9113,Incidente Crítico,Alta Prioridade,Resolvido,RH,Cliente B,2025-04-12,15:58,95,96,Sim,3,Média,Tecnico_14
5033,Manutenção,Baixa Prioridade,Em Andamento,RH,Cliente E,2025-01-18,9:19,92,24,Não,1,Alta,Tecnico_16
8893,Suporte Técnico,Média Prioridade,Cancelado,Comercial,Cliente B,2024-12-27,18:21,125,24,Não,1,Baixa,Tecnico_17
5470,Suporte Técnico,Alta Prioridade,Em Andamento,TI,Cliente C,2025-02-27,14:06,85,48,Não,5,Baixa,Tecnico_12
1601,Incidente Crítico,Média Prioridade,Pendente,RH,Cliente A,2025-03-03,18:36,239,96,Não,5,Média,Tecnico_16
6660,Solicitação de Serviço,Média Prioridade,Cancelado,TI,Cliente E,2025-04-08,14:57,4,48,Sim,3,Baixa,Tecnico_17
1702,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Comercial,Cliente B,2025-02-05,13:54,66,96,Sim,1,Alta,Tecnico_10
9744,Solicitação de Serviço,Média Prioridade,Pendente,Comercial,Cliente A,2025-05-22,9:11,101,72,Não,3,Baixa,Tecnico_5
8866,Solicitação de Serviço,Alta Prioridade,Resolvido,TI,Cliente D,2025-04-01,17:40,75,48,Não,3,Alta,Tecnico_5
5879,Suporte Técnico,Média Prioridade,Pendente,Financeiro,Cliente A,2025-05-18,9:14,115,96,Não,2,Baixa,Tecnico_17
2150,Suporte Técnico,Alta Prioridade,Em Andamento,Comercial,Cliente B,2025-04-22,9:55,32,24,Não,2,Baixa,Tecnico_15
2762,Suporte Técnico,Média Prioridade,Cancelado,Operações,Cliente D,2025-05-24,15:22,22,96,Sim,5,Baixa,Tecnico_4
1313,Atendimento ao Cliente,Média Prioridade,Cancelado,Financeiro,Cliente C,2024-12-26,8:51,168,96,Não,2,Baixa,Tecnico_11
3324,Incidente Crítico,Alta Prioridade,Resolvido,TI,Cliente B,2025-03-17,16:05,142,24,Não,5,Baixa,Tecnico_12
5550,Incidente Crítico,Alta Prioridade,Pendente,RH,Cliente E,2025-03-20,13:50,160,48,Não,1,Baixa,Tecnico_6
5786,Incidente Crítico,Média Prioridade,Pendente,Comercial,Cliente E,2025-05-16,8:22,94,72,Não,2,Baixa,Tecnico_8
4833,Manutenção,Baixa Prioridade,Resolvido,TI,Cliente A,2025-05-21,15:44,137,96,Não,2,Alta,Tecnico_8
7343,Incidente Crítico,Média Prioridade,Em Andamento,TI,Cliente D,2024-12-17,16:09,138,72,Não,2,Média,Tecnico_3
6121,Incidente Crítico,Alta Prioridade,Cancelado,RH,Cliente A,2025-02-07,16:24,26,72,Sim,3,Média,Tecnico_8
2357,Incidente Crítico,Média Prioridade,Em Andamento,Operações,Cliente B,2025-05-13,8:51,218,96,Não,1,Média,Tecnico_1
7141,Atendimento ao Cliente,Alta Prioridade,Pendente,Financeiro,Cliente C,2024-12-28,9:03,217,72,Não,3,Baixa,Tecnico_16
6305,Incidente Crítico,Média Prioridade,Em Andamento,Comercial,Cliente A,2025-05-30,18:20,105,72,Não,4,Média,Tecnico_14
9170,Atendimento ao Cliente,Média Prioridade,Resolvido,Comercial,Cliente C,2025-05-21,13:21,58,72,Sim,1,Baixa,Tecnico_19
4926,Incidente Crítico,Baixa Prioridade,Resolvido,Financeiro,Cliente A,2025-02-05,13:01,29,48,Sim,1,Baixa,Tecnico_15
9944,Suporte Técnico,Baixa Prioridade,Cancelado,Comercial,Cliente E,2025-01-23,15:20,128,24,Não,3,Alta,Tecnico_18
1471,Atendimento ao Cliente,Alta Prioridade,Pendente,Comercial,Cliente C,2025-04-26,8:19,48,24,Não,3,Média,Tecnico_17
5763,Manutenção,Alta Prioridade,Resolvido,Comercial,Cliente D,2025-06-07,10:20,69,72,Sim,2,Baixa,Tecnico_18
8697,Manutenção,Baixa Prioridade,Pendente,Comercial,Cliente D,2025-03-14,11:06,5,72,Sim,3,Baixa,Tecnico_11
3384,Suporte Técnico,Baixa Prioridade,Pendente,Operações,Cliente D,2025-05-01,16:05,27,24,Não,3,Alta,Tecnico_13
7684,Solicitação de Serviço,Alta Prioridade,Pendente,Comercial,Cliente B,2025-02-27,12:51,43,48,Sim,3,Alta,Tecnico_11
2296,Suporte Técnico,Baixa Prioridade,Cancelado,Financeiro,Cliente E,2025-05-24,14:14,90,72,Não,2,Baixa,Tecnico_10
9131,Atendimento ao Cliente,Média Prioridade,Pendente,RH,Cliente C,2025-06-06,15:12,145,24,Não,2,Baixa,Tecnico_20
9364,Manutenção,Baixa Prioridade,Pendente,TI,Cliente E,2025-04-20,18:47,88,72,Não,3,Alta,Tecnico_12
3671,Manutenção,Baixa Prioridade,Em Andamento,Comercial,Cliente C,2025-01-20,16:02,193,96,Não,2,Média,Tecnico_17
5072,Incidente Crítico,Alta Prioridade,Resolvido,Financeiro,Cliente B,2025-03-14,18:35,217,96,Não,5,Baixa,Tecnico_2
3758,Atendimento ao Cliente,Baixa Prioridade,Pendente,Financeiro,Cliente A,2025-05-25,8:20,162,96,Não,5,Média,Tecnico_14
1659,Incidente Crítico,Baixa Prioridade,Em Andamento,RH,Cliente A,2025-03-15,13:00,125,96,Não,3,Alta,Tecnico_14
2596,Atendimento ao Cliente,Baixa Prioridade,Pendente,Comercial,Cliente D,2025-01-23,10:30,170,48,Não,1,Baixa,Tecnico_7
2388,Manutenção,Média Prioridade,Cancelado,Comercial,Cliente C,2025-04-19,18:03,115,96,Não,1,Alta,Tecnico_11
8812,Incidente Crítico,Baixa Prioridade,Cancelado,TI,Cliente E,2025-03-20,11:19,45,96,Sim,2,Baixa,Tecnico_4
3617,Suporte Técnico,Média Prioridade,Resolvido,RH,Cliente D,2025-02-04,15:18,120,72,Não,2,Média,Tecnico_2
8865,Solicitação de Serviço,Média Prioridade,Pendente,Operações,Cliente A,2025-03-21,16:44,123,48,Não,1,Baixa,Tecnico_9
4130,Incidente Crítico,Alta Prioridade,Em Andamento,TI,Cliente A,2025-03-25,13:10,195,24,Não,5,Média,Tecnico_15
8135,Atendimento ao Cliente,Alta Prioridade,Pendente,Operações,Cliente B,2025-02-04,16:34,57,48,Não,5,Média,Tecnico_19
3238,Suporte Técnico,Baixa Prioridade,Cancelado,RH,Cliente B,2025-06-08,14:28,10,96,Sim,4,Alta,Tecnico_14
3915,Atendimento ao Cliente,Média Prioridade,Pendente,Operações,Cliente B,2024-12-25,14:06,16,96,Sim,3,Alta,Tecnico_4
9543,Atendimento ao Cliente,Alta Prioridade,Cancelado,Comercial,Cliente A,2025-05-08,10:23,114,24,Não,4,Alta,Tecnico_8
1333,Atendimento ao Cliente,Alta Prioridade,Pendente,RH,Cliente B,2025-04-19,13:43,39,72,Sim,3,Baixa,Tecnico_4
9897,Suporte Técnico,Alta Prioridade,Cancelado,Financeiro,Cliente A,2025-02-11,8:00,137,72,Não,2,Alta,Tecnico_7
1008,Incidente Crítico,Média Prioridade,Resolvido,Financeiro,Cliente C,2025-04-13,15:06,16,24,Sim,3,Média,Tecnico_18
4702,Manutenção,Baixa Prioridade,Em Andamento,RH,Cliente B,2024-12-14,18:35,180,48,Não,2,Alta,Tecnico_18
2430,Incidente Crítico,Alta Prioridade,Pendente,TI,Cliente D,2025-03-20,17:34,94,96,Sim,2,Alta,Tecnico_3
6851,Atendimento ao Cliente,Alta Prioridade,Cancelado,Comercial,Cliente A,2025-02-18,14:34,91,72,Não,3,Alta,Tecnico_1
4920,Suporte Técnico,Alta Prioridade,Resolvido,Operações,Cliente B,2025-01-29,13:54,180,72,Não,3,Alta,Tecnico_5
7136,Incidente Crítico,Média Prioridade,Resolvido,Operações,Cliente B,2024-12-25,18:42,145,96,Não,5,Baixa,Tecnico_17
3375,Atendimento ao Cliente,Baixa Prioridade,Cancelado,Operações,Cliente C,2025-03-25,17:52,117,48,Não,4,Alta,Tecnico_9
9262,Suporte Técnico,Alta Prioridade,Cancelado,Financeiro,Cliente E,2025-05-25,8:36,226,96,Não,3,Média,Tecnico_7
8059,Atendimento ao Cliente,Baixa Prioridade,Pendente,Operações,Cliente C,2025-02-21,13:40,76,96,Sim,5,Alta,Tecnico_19
5517,Atendimento ao Cliente,Baixa Prioridade,Resolvido,Comercial,Cliente D,2025-03-30,11:42,91,72,Não,5,Média,Tecnico_6
9403,Suporte Técnico,Média Prioridade,Pendente,Operações,Cliente B,2025-04-17,11:43,35,96,Sim,2,Média,Tecnico_3
8810,Manutenção,Média Prioridade,Resolvido,Financeiro,Cliente A,2025-03-17,15:03,55,96,Sim,1,Média,Tecnico_14
1402,Solicitação de Serviço,Baixa Prioridade,Pendente,TI,Cliente E,2025-03-09,17:25,202,24,Não,4,Média,Tecnico_17
3771,Suporte Técnico,Alta Prioridade,Em Andamento,Operações,Cliente D,2025-03-25,9:28,31,24,Não,2,Baixa,Tecnico_19
7362,Atendimento ao Cliente,Média Prioridade,Em Andamento,Operações,Cliente D,2025-05-08,15:52,108,72,Não,2,Média,Tecnico_17
7945,Atendimento ao Cliente,Baixa Prioridade,Resolvido,TI,Cliente C,2025-04-08,10:47,63,24,Não,4,Alta,Tecnico_5
2072,Atendimento ao Cliente,Baixa Prioridade,Cancelado,Financeiro,Cliente B,2025-05-02,16:16,178,24,Não,1,Alta,Tecnico_14
1493,Atendimento ao Cliente,Alta Prioridade,Resolvido,Financeiro,Cliente A,2025-01-05,16:54,12,96,Sim,5,Baixa,Tecnico_3
6739,Incidente Crítico,Média Prioridade,Em Andamento,Financeiro,Cliente C,2025-05-27,14:11,116,96,Não,3,Média,Tecnico_19
9814,Manutenção,Alta Prioridade,Pendente,Financeiro,Cliente D,2024-12-18,18:31,156,48,Não,5,Média,Tecnico_12
7882,Suporte Técnico,Alta Prioridade,Cancelado,Financeiro,Cliente B,2025-03-20,12:59,50,48,Não,1,Média,Tecnico_3
4614,Suporte Técnico,Alta Prioridade,Em Andamento,Operações,Cliente B,2025-03-02,18:27,182,48,Não,3,Alta,Tecnico_11
3851,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,Financeiro,Cliente D,2025-02-25,9:08,117,48,Não,4,Alta,Tecnico_2
3116,Atendimento ao Cliente,Baixa Prioridade,Pendente,TI,Cliente C,2024-12-14,16:51,6,48,Sim,4,Média,Tecnico_13
3281,Solicitação de Serviço,Baixa Prioridade,Resolvido,Financeiro,Cliente D,2025-03-19,8:50,152,24,Não,1,Baixa,Tecnico_8
9885,Atendimento ao Cliente,Baixa Prioridade,Resolvido,RH,Cliente D,2025-01-29,9:35,217,24,Não,1,Baixa,Tecnico_20
3772,Manutenção,Alta Prioridade,Cancelado,Operações,Cliente B,2025-01-10,9:20,225,72,Não,4,Alta,Tecnico_15
5514,Suporte Técnico,Alta Prioridade,Em Andamento,Financeiro,Cliente B,2025-05-20,10:17,94,72,Não,4,Baixa,Tecnico_16
4913,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Financeiro,Cliente E,2025-01-21,9:52,30,96,Sim,1,Baixa,Tecnico_3
5487,Manutenção,Média Prioridade,Resolvido,Financeiro,Cliente A,2025-01-26,14:59,36,72,Sim,1,Baixa,Tecnico_6
2782,Solicitação de Serviço,Média Prioridade,Em Andamento,Financeiro,Cliente D,2025-05-26,11:40,86,24,Não,4,Baixa,Tecnico_1
1270,Manutenção,Alta Prioridade,Resolvido,Operações,Cliente C,2025-05-14,15:09,30,24,Não,3,Alta,Tecnico_2
6214,Atendimento ao Cliente,Alta Prioridade,Pendente,Operações,Cliente B,2025-03-09,10:55,125,72,Não,1,Baixa,Tecnico_5
2783,Atendimento ao Cliente,Alta Prioridade,Em Andamento,RH,Cliente C,2025-04-28,18:45,27,96,Sim,4,Média,Tecnico_9
5494,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,RH,Cliente D,2025-01-06,15:20,60,72,Sim,3,Baixa,Tecnico_12
8161,Suporte Técnico,Baixa Prioridade,Em Andamento,RH,Cliente D,2025-06-02,8:38,29,96,Sim,3,Alta,Tecnico_19
7422,Solicitação de Serviço,Baixa Prioridade,Em Andamento,Operações,Cliente B,2025-03-06,13:22,145,24,Não,2,Baixa,Tecnico_12
8128,Incidente Crítico,Baixa Prioridade,Resolvido,Operações,Cliente C,2025-05-09,14:14,93,24,Não,5,Média,Tecnico_1
7189,Incidente Crítico,Alta Prioridade,Cancelado,Financeiro,Cliente D,2025-02-13,13:29,46,96,Sim,2,Baixa,Tecnico_3
8315,Solicitação de Serviço,Baixa Prioridade,Pendente,TI,Cliente D,2024-12-21,9:23,45,48,Sim,3,Alta,Tecnico_2
8545,Suporte Técnico,Média Prioridade,Cancelado,RH,Cliente D,2025-04-12,16:57,72,96,Sim,5,Média,Tecnico_19
9689,Suporte Técnico,Baixa Prioridade,Pendente,Comercial,Cliente A,2025-01-09,10:29,220,96,Não,5,Baixa,Tecnico_10
2885,Atendimento ao Cliente,Alta Prioridade,Resolvido,Financeiro,Cliente A,2025-02-26,13:49,143,24,Não,4,Alta,Tecnico_5
1546,Incidente Crítico,Alta Prioridade,Em Andamento,RH,Cliente A,2025-01-08,15:16,98,96,Não,4,Baixa,Tecnico_15
6289,Suporte Técnico,Alta Prioridade,Resolvido,Financeiro,Cliente D,2025-05-14,8:10,211,48,Não,5,Alta,Tecnico_2
1149,Solicitação de Serviço,Alta Prioridade,Resolvido,TI,Cliente E,2025-04-15,18:09,174,72,Não,2,Média,Tecnico_16
8287,Suporte Técnico,Baixa Prioridade,Cancelado,RH,Cliente D,2025-04-06,8:04,238,24,Não,5,Média,Tecnico_15
8256,Atendimento ao Cliente,Alta Prioridade,Resolvido,Operações,Cliente A,2025-04-17,11:46,142,96,Não,3,Baixa,Tecnico_19
8504,Atendimento ao Cliente,Baixa Prioridade,Pendente,Comercial,Cliente C,2025-01-04,14:52,12,24,Sim,3,Baixa,Tecnico_18
6951,Incidente Crítico,Média Prioridade,Pendente,Operações,Cliente B,2025-05-05,15:32,73,48,Não,1,Baixa,Tecnico_15
9461,Solicitação de Serviço,Baixa Prioridade,Pendente,Financeiro,Cliente C,2025-02-14,13:28,214,72,Não,4,Baixa,Tecnico_8
1896,Incidente Crítico,Alta Prioridade,Resolvido,Comercial,Cliente B,2025-01-24,11:07,235,72,Não,3,Baixa,Tecnico_12
1721,Atendimento ao Cliente,Baixa Prioridade,Pendente,TI,Cliente D,2025-04-03,10:06,118,72,Não,1,Baixa,Tecnico_1
7939,Suporte Técnico,Média Prioridade,Cancelado,TI,Cliente A,2025-05-27,8:52,171,96,Não,5,Baixa,Tecnico_11
3962,Atendimento ao Cliente,Alta Prioridade,Cancelado,Operações,Cliente B,2025-04-17,11:06,213,24,Não,2,Baixa,Tecnico_7
5016,Atendimento ao Cliente,Alta Prioridade,Pendente,Comercial,Cliente E,2025-05-10,16:08,14,96,Sim,3,Alta,Tecnico_9
8690,Solicitação de Serviço,Baixa Prioridade,Resolvido,RH,Cliente B,2025-02-11,15:47,136,24,Não,3,Alta,Tecnico_13
1603,Manutenção,Baixa Prioridade,Cancelado,Financeiro,Cliente A,2025-05-04,8:20,140,96,Não,2,Baixa,Tecnico_4
8720,Incidente Crítico,Média Prioridade,Em Andamento,Comercial,Cliente D,2025-05-04,8:18,141,96,Não,4,Média,Tecnico_1
9856,Incidente Crítico,Média Prioridade,Cancelado,Operações,Cliente D,2025-01-28,14:56,190,96,Não,3,Baixa,Tecnico_7
8878,Incidente Crítico,Baixa Prioridade,Cancelado,Comercial,Cliente E,2025-05-27,8:20,189,96,Não,5,Baixa,Tecnico_4
8907,Incidente Crítico,Média Prioridade,Cancelado,Comercial,Cliente D,2025-03-09,16:04,197,48,Não,2,Média,Tecnico_17
8354,Suporte Técnico,Baixa Prioridade,Cancelado,Financeiro,Cliente D,2025-01-24,16:22,204,96,Não,1,Alta,Tecnico_20
4674,Atendimento ao Cliente,Média Prioridade,Resolvido,Comercial,Cliente C,2025-05-10,17:15,6,72,Sim,1,Alta,Tecnico_14
3986,Atendimento ao Cliente,Baixa Prioridade,Em Andamento,Comercial,Cliente D,2025-03-26,14:17,31,48,Sim,5,Alta,Tecnico_14
5082,Atendimento ao Cliente,Média Prioridade,Em Andamento,Financeiro,Cliente B,2025-03-12,9:38,90,48,Não,3,Alta,Tecnico_11
2386,Incidente Crítico,Baixa Prioridade,Resolvido,Financeiro,Cliente E,2025-05-11,8:51,55,48,Não,3,Alta,Tecnico_13
1343,Incidente Crítico,Alta Prioridade,Pendente,Financeiro,Cliente D,2024-12-15,17:55,64,24,Não,5,Alta,Tecnico_7
3574,Incidente Crítico,Baixa Prioridade,Pendente,Comercial,Cliente E,2025-01-09,11:58,92,48,Não,1,Baixa,Tecnico_15
1450,Incidente Crítico,Baixa Prioridade,Cancelado,TI,Cliente B,2024-12-19,15:39,90,72,Não,1,Baixa,Tecnico_9
5498,Atendimento ao Cliente,Alta Prioridade,Cancelado,Comercial,Cliente B,2025-01-08,9:35,203,48,Não,2,Média,Tecnico_2
